,ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Cash_Demand_Lag_2,Cash_Demand_Lag_7,Cash_Demand_MA_3,Cash_Demand_MA_7,Withdrawals_MA_7,Net_Cash_Flow,Withdrawal_to_Deposit_Ratio,Cash_Level_Change,Cash_Utilization_Rate
5432,ATM_0024,2023-02-04,Saturday,Morning,52132,3459,Supermarket,0,0,84924,Rainy,0,40414,41941.0,43745.0,45081.666666666664,35838.42857142857,46351.857142857145,-48673,15.067052023121388,-36488.0,0.6138665159436673
405,ATM_0024,2023-02-05,Sunday,Night,63787,16962,Supermarket,0,0,94999,Rainy,2,56259,52890.0,38362.0,49854.333333333336,38395.142857142855,47829.57142857143,-46825,3.76036078523846,10075.0,0.6714491731491911
1024,ATM_0024,2023-02-12,Sunday,Afternoon,35107,2773,Gas Station,0,0,113325,Snowy,0,31008,40414.0,33194.0,42560.333333333336,38082.857142857145,45948.42857142857,-32334,12.655731795241529,18326.0,0.3097904257666005
3612,ATM_0024,2023-02-16,Thursday,Afternoon,16403,2784,Mall,0,0,97853,Snowy,1,16804,56259.0,38494.0,34690.333333333336,34984.28571428572,40597.71428571428,-13619,5.8897666068222625,-15472.0,0.16762899451217642
2466,ATM_0024,2023-02-20,Monday,Morning,28625,5127,Standalone,0,0,104591,Rainy,0,24757,31008.0,5574.0,24189.666666666668,37724.71428571428,42157.57142857143,-23498,5.582098283931357,6738.0,0.27368511631019876
4666,ATM_0024,2023-03-01,Wednesday,Morning,46183,16824,Supermarket,0,0,141465,Clear,3,29375,16804.0,41941.0,23645.333333333332,35929.57142857143,42990.57142857143,-29359,2.7449034175334326,36874.0,0.3264623758526844
4147,ATM_0024,2023-03-10,Friday,Afternoon,57549,9516,Gas Station,0,0,91431,Clear,1,63302,24757.0,52890.0,39144.666666666664,37417.0,42826.57142857143,-48033,6.046968582536514,-50034.0,0.629425468385996
1469,ATM_0024,2023-03-15,Wednesday,Afternoon,36741,13074,Supermarket,0,0,110193,Clear,3,19495,29375.0,40414.0,37390.666666666664,34428.57142857143,40627.857142857145,-23667,2.810019120458891,18762.0,0.3334240831994773
1137,ATM_0024,2023-03-17,Friday,Evening,55989,11454,Standalone,0,0,89859,Snowy,4,41409,63302.0,56259.0,41402.0,32307.14285714286,39513.857142857145,-44535,4.887734613705805,-20334.0,0.6230761526391346
1575,ATM_0024,2023-03-17,Friday,Night,69295,8714,Bank Branch,0,0,105551,Clear,5,57345,19495.0,31008.0,39416.333333333336,36069.57142857143,44397.857142857145,-60581,7.951233505450373,15692.0,0.6565072808405416
5094,ATM_0024,2023-03-22,Wednesday,Evening,67900,9570,Bank Branch,0,0,130586,Clear,4,62091,41409.0,16804.0,53615.0,42539.142857142855,51754.57142857143,-58330,7.0943475080973775,25035.0,0.5199638552371617
2917,ATM_0024,2023-04-05,Wednesday,Evening,68391,2103,Standalone,0,0,104083,Cloudy,1,73513,57345.0,24757.0,64316.333333333336,49504.28571428572,57435.42857142857,-66288,32.50522813688213,-26503.0,0.6570813677545805
1877,ATM_0024,2023-04-17,Monday,Morning,40758,18085,Bank Branch,0,0,84591,Rainy,5,24933,62091.0,29375.0,53512.333333333336,48869.71428571428,56660.42857142857,-22673,2.253566294371337,-19492.0,0.48182430755044864
2236,ATM_0024,2023-04-22,Saturday,Afternoon,51822,11570,Gas Station,0,0,98127,Rainy,4,35340,73513.0,63302.0,44595.333333333336,44875.142857142855,55842.28571428572,-40252,4.4786103189007,13536.0,0.5281115289369899
4430,ATM_0024,2023-04-24,Monday,Afternoon,49918,15836,Supermarket,0,0,100084,Rainy,1,35994,24933.0,19495.0,32089.0,47232.142857142855,57724.71428571428,-34082,3.151985855907053,1957.0,0.49876104072579036
4515,ATM_0024,2023-04-25,Tuesday,Morning,43191,18038,Bank Branch,0,0,108327,Cloudy,1,31058,35340.0,41409.0,34130.666666666664,45753.42857142857,55896.42857142857,-25153,2.3943123232995176,8243.0,0.39870946301476085
5483,ATM_0024,2023-04-30,Sunday,Afternoon,44427,12138,Supermarket,0,0,95284,Snowy,1,41633,35994.0,57345.0,36228.333333333336,43508.857142857145,52343.857142857145,-32289,3.659856660350935,-13043.0,0.46625876327610094
3522,ATM_0024,2023-05-04,Thursday,Night,41605,9099,Mall,0,0,109854,Rainy,2,36150,31058.0,62091.0,36280.333333333336,39803.0,48587.42857142857,-32506,4.571978021978022,14570.0,0.37872995066178744
3241,ATM_0024,2023-05-18,Thursday,Evening,62980,13070,Supermarket,0,0,92803,Rainy,4,51568,41633.0,73513.0,43117.0,36668.0,47814.42857142857,-49910,4.818300053553669,-17051.0,0.6786418542504014
2893,ATM_0024,2023-05-24,Wednesday,Morning,51386,8453,Supermarket,0,0,95173,Clear,0,47051,36150.0,24933.0,44923.0,39827.71428571428,49332.71428571428,-42933,6.0783061272770285,2370.0,0.5399220367120927
4433,ATM_0024,2023-05-29,Monday,Morning,15595,1065,Gas Station,0,0,82048,Rainy,4,14080,51568.0,35340.0,37566.333333333336,36790.57142857143,44157.42857142857,-14530,14.629455909943715,-13125.0,0.19007166536661466
671,ATM_0024,2023-05-30,Tuesday,Morning,52105,9070,Bank Branch,0,0,106199,Rainy,4,52549,47051.0,35994.0,37893.333333333336,39155.57142857143,44469.857142857145,-43035,5.744129643920185,24151.0,0.4906355050424204
4334,ATM_0024,2023-06-16,Friday,Morning,61449,10342,Gas Station,0,0,81078,Rainy,1,63357,14080.0,31058.0,43328.666666666664,43769.71428571428,47078.142857142855,-51107,5.941119597795611,-25121.0,0.7578998001924073
4100,ATM_0024,2023-06-29,Thursday,Morning,30605,4913,Standalone,0,0,119832,Clear,5,24826,52549.0,41633.0,46910.666666666664,41368.71428571428,45103.57142857143,-25692,6.2281237281237285,38754.0,0.2553992255824821
2054,ATM_0024,2023-07-07,Friday,Afternoon,35417,10397,Supermarket,0,0,128683,Rainy,0,26129,63357.0,36150.0,38104.0,39937.142857142855,44219.57142857143,-25020,3.406135795345259,8851.0,0.2752267199241547
4482,ATM_0024,2023-07-27,Thursday,Morning,43694,14995,Bank Branch,0,0,123969,Rainy,4,26385,24826.0,51568.0,25780.0,36339.57142857143,41464.42857142857,-28699,2.913710322752734,-4714.0,0.35245908251256364
5232,ATM_0024,2023-08-05,Saturday,Afternoon,44064,12023,Standalone,0,0,86046,Cloudy,0,40891,26129.0,47051.0,31135.0,35459.57142857143,40418.42857142857,-32041,3.6646706586826348,-37923.0,0.5120981800432327
1146,ATM_0024,2023-08-28,Monday,Morning,25594,20112,Standalone,0,0,125050,Clear,3,11956,26385.0,14080.0,26410.666666666668,35156.142857142855,41846.857142857145,-5482,1.2725103167105851,39004.0,0.2046701319472211
4424,ATM_0024,2023-08-31,Thursday,Night,61988,11819,Gas Station,0,0,100148,Clear,5,45009,40891.0,52549.0,32618.666666666668,34079.0,43258.71428571428,-50169,5.244331641285956,-24902.0,0.6189639333785997
5584,ATM_0024,2023-09-01,Friday,Morning,54551,11655,Gas Station,0,0,70605,Rainy,2,53474,11956.0,63357.0,36813.0,32667.14285714286,42273.28571428572,-42896,4.680078929306795,-29543.0,0.7726223355286452
1549,ATM_0024,2023-09-10,Sunday,Evening,55306,16570,Mall,0,0,81025,Rainy,4,37106,45009.0,24826.0,45196.333333333336,34421.42857142857,45802.0,-38736,3.3375173495866273,10420.0,0.6825794507867942
4156,ATM_0024,2023-09-15,Friday,Afternoon,54056,10109,Gas Station,0,0,105623,Clear,5,36568,53474.0,26129.0,42382.666666666664,35912.71428571428,48464.71428571428,-43947,5.346785361028685,24598.0,0.5117824716207644
728,ATM_0024,2023-09-20,Wednesday,Evening,42209,8295,Bank Branch,0,0,108566,Rainy,2,35741,37106.0,26385.0,36471.666666666664,37249.28571428572,48252.57142857143,-33914,5.087873674059788,2943.0,0.3887865445903874
3970,ATM_0024,2023-09-26,Tuesday,Afternoon,76758,9978,Gas Station,0,0,151787,Clear,4,76743,36568.0,40891.0,49684.0,42371.0,52923.142857142855,-66780,7.691953101513177,43221.0,0.5056954811676889
723,ATM_0024,2023-09-28,Thursday,Evening,53869,9987,Gas Station,0,0,88214,Snowy,3,51694,35741.0,11956.0,54726.0,48047.857142857145,56962.42857142857,-43882,5.393372046455747,-63573.0,0.6106627065998594
1559,ATM_0024,2023-10-01,Sunday,Night,38374,11361,Mall,0,0,98854,Cloudy,1,25008,76743.0,45009.0,51148.333333333336,45190.57142857143,53589.0,-27013,3.377398345361732,10640.0,0.38818864183543406
5491,ATM_0024,2023-10-02,Monday,Evening,32062,14757,Supermarket,0,0,98389,Rainy,3,18077,51694.0,53474.0,31593.0,40133.857142857145,50376.28571428572,-17305,2.1725166011654697,-465.0,0.325869761863623
3263,ATM_0024,2023-10-11,Wednesday,Evening,46057,15275,Gas Station,0,0,93315,Clear,5,39859,25008.0,37106.0,27648.0,40527.142857142855,49055.0,-30782,3.014990835297198,-5074.0,0.49356480737287683
4850,ATM_0024,2023-10-14,Saturday,Morning,29524,19736,Bank Branch,0,0,100559,Rainy,0,14346,18077.0,36568.0,24094.0,37352.57142857143,45550.42857142857,-9788,1.4958706997010691,7244.0,0.29359878280412494
4118,ATM_0024,2023-10-24,Tuesday,Evening,82267,19031,Standalone,0,1,114925,Rainy,2,87216,39859.0,35741.0,47140.333333333336,44706.142857142855,51273.0,-63236,4.32256200084069,14366.0,0.7158320643898195
1548,ATM_0024,2023-10-25,Wednesday,Night,20975,9253,Bank Branch,0,0,52650,Clear,0,16358,14346.0,76743.0,39306.666666666664,36079.71428571428,43304.0,-11722,2.2665874216555,-62275.0,0.3983855650522317
3039,ATM_0024,2023-11-03,Friday,Morning,55235,23679,Gas Station,0,0,111375,Cloudy,1,24341,87216.0,51694.0,42638.333333333336,32172.14285714286,43499.142857142855,-31556,2.3325591216216215,58725.0,0.4959371492704826
5014,ATM_0024,2023-11-05,Sunday,Morning,32360,6562,Supermarket,0,0,91668,Cloudy,0,23941,16358.0,25008.0,21546.666666666668,32019.714285714286,42640.0,-25798,4.930671948803901,-19707.0,0.3530130470829515
2535,ATM_0024,2023-11-09,Thursday,Morning,49527,17547,Standalone,0,0,40664,Rainy,4,40926,24341.0,18077.0,29736.0,35283.857142857145,45135.0,-31980,2.8223729199908822,-51004.0,1.2179569152075547
4954,ATM_0024,2023-12-01,Friday,Afternoon,37445,16618,Bank Branch,1,0,84017,Clear,1,29138,23941.0,39859.0,31335.0,33752.28571428572,43904.71428571428,-20827,2.2531439918165956,43353.0,0.44568361165002324
2775,ATM_0024,2023-12-02,Saturday,Night,64929,10247,Bank Branch,0,0,108157,Clear,3,59988,40926.0,14346.0,43350.666666666664,40272.57142857143,48962.57142857143,-54682,6.335772833723653,24140.0,0.6003217544865335
4061,ATM_0024,2023-12-11,Monday,Evening,60891,7419,Gas Station,0,0,96204,Cloudy,0,55082,29138.0,87216.0,48069.333333333336,35682.0,45908.857142857145,-53472,8.20633423180593,-11953.0,0.632936260446551
511,ATM_0024,2023-12-23,Saturday,Night,42109,7605,Supermarket,0,0,82744,Snowy,2,31456,59988.0,16358.0,48842.0,37838.857142857145,48928.0,-34504,5.536287141730213,-13460.0,0.5089069902349415
1961,ATM_0024,2024-01-01,Monday,Evening,39808,12445,Standalone,1,1,76404,Rainy,4,50329,55082.0,24341.0,45622.333333333336,41551.42857142857,46724.142857142855,-27363,3.1984573356901818,-6340.0,0.5210198418930946
37,ATM_0025,2022-01-03,Monday,Night,37689,14110,Standalone,0,1,137935,Cloudy,2,28914,,,,,,-23579,2.670895046417688,61531.0,0.2732373944249103
2689,ATM_0025,2022-01-09,Sunday,Morning,45085,6358,Supermarket,0,0,115363,Snowy,3,45236,,,,,,-38727,7.089951250196572,-22572.0,0.3908098783838839
1705,ATM_0025,2022-01-12,Wednesday,Evening,45100,11801,Mall,0,0,110826,Cloudy,0,46793,28914.0,,40314.333333333336,,,-33299,3.8213862057278427,-4537.0,0.40694421886560916
4505,ATM_0025,2022-01-21,Friday,Evening,70552,16230,Standalone,0,0,109995,Clear,3,54772,45236.0,,48933.666666666664,,,-54322,4.346743885158031,-831.0,0.6414109732260558
2020,ATM_0025,2022-01-27,Thursday,Night,38602,6449,Bank Branch,0,0,102599,Cloudy,3,38718,46793.0,,46761.0,,,-32153,5.984806201550388,-7396.0,0.3762414838351251
2191,ATM_0025,2022-02-06,Sunday,Evening,45344,11794,Gas Station,0,0,79204,Cloudy,3,34377,54772.0,,42622.333333333336,,,-33550,3.8443408223823656,-23395.0,0.5724963385687591
3318,ATM_0025,2022-02-07,Monday,Afternoon,61859,14696,Mall,0,0,107288,Clear,2,48703,38718.0,,40599.333333333336,42501.857142857145,49175.857142857145,-47163,4.208954208341838,28084.0,0.5765696070389978
3031,ATM_0025,2022-02-09,Wednesday,Morning,71252,10461,Mall,0,0,92006,Rainy,3,73644,34377.0,28914.0,52241.333333333336,48891.857142857145,53970.57142857143,-60791,6.810552475626075,-15282.0,0.7744277547116493
2536,ATM_0025,2022-02-12,Saturday,Morning,67204,9675,Gas Station,0,0,104158,Rainy,1,57129,48703.0,45236.0,59825.333333333336,50590.857142857145,57130.42857142857,-57529,6.945431996692848,12152.0,0.6452120816451928
4361,ATM_0025,2022-02-14,Monday,Evening,26172,12547,Supermarket,0,0,126845,Rainy,2,15203,73644.0,46793.0,48658.666666666664,46078.0,54426.42857142857,-13625,2.085750717245776,22687.0,0.20633056092080887
958,ATM_0025,2022-03-06,Sunday,Evening,57309,15359,Gas Station,0,0,82414,Cloudy,0,45527,57129.0,54772.0,39286.333333333336,44757.28571428572,52534.57142857143,-41950,3.7310546875,-44431.0,0.6953794258257092
2731,ATM_0025,2022-03-09,Wednesday,Morning,69998,10001,Bank Branch,0,0,88854,Snowy,1,71980,15203.0,38718.0,44236.666666666664,49509.0,57019.71428571428,-59997,6.998400319936013,6440.0,0.7877867062822158
3947,ATM_0025,2022-03-10,Thursday,Morning,58689,13603,Gas Station,0,0,54298,Cloudy,1,53018,45527.0,34377.0,56841.666666666664,52172.0,58926.142857142855,-45086,4.314098794472214,-34556.0,1.0808685402777267
4197,ATM_0025,2022-03-12,Saturday,Evening,76963,7681,Standalone,0,0,108100,Cloudy,1,59713,71980.0,48703.0,61570.333333333336,53744.857142857145,61083.857142857145,-69282,10.018614944024993,53802.0,0.7119611470860314
3650,ATM_0025,2022-03-17,Thursday,Evening,36715,11257,Bank Branch,0,0,121022,Cloudy,3,32424,53018.0,73644.0,48385.0,47856.28571428572,56150.0,-25458,3.2612364540771006,12922.0,0.30337459304919767
2645,ATM_0025,2022-03-21,Monday,Morning,51114,4219,Gas Station,0,0,77824,Cloudy,3,52898,59713.0,57129.0,48345.0,47251.857142857145,53851.42857142857,-46895,12.112322274881517,-43198.0,0.6567896792763158
239,ATM_0025,2022-03-25,Friday,Evening,34401,6881,Bank Branch,0,0,138280,Clear,5,35416,32424.0,15203.0,40246.0,50139.42857142857,55027.0,-27520,4.998692240627724,60456.0,0.24877784205958925
3537,ATM_0025,2022-03-26,Saturday,Night,56839,5982,Standalone,0,0,155064,Snowy,3,41819,52898.0,45527.0,43377.666666666664,49609.71428571428,54959.857142857145,-50857,9.500083570115327,16784.0,0.36655187535469225
1490,ATM_0025,2022-03-31,Thursday,Morning,55789,4116,Bank Branch,0,0,118561,Clear,0,49438,35416.0,71980.0,42224.333333333336,46389.42857142857,52930.0,-51673,13.55088656788924,-36503.0,0.47055102436720336
4441,ATM_0025,2022-04-14,Thursday,Morning,61332,11977,Mall,0,0,124249,Clear,5,49261,41819.0,53018.0,46839.333333333336,45852.71428571428,53307.57142857143,-49355,5.120387376857572,5688.0,0.4936216790477187
3484,ATM_0025,2022-04-16,Saturday,Afternoon,43291,16093,Mall,0,0,92143,Cloudy,0,38175,49438.0,59713.0,45624.666666666664,42775.857142857145,48497.28571428572,-27198,2.689884428979744,-32106.0,0.4698240777921275
956,ATM_0025,2022-04-20,Wednesday,Evening,62594,3212,Gas Station,0,0,81986,Cloudy,5,71731,49261.0,32424.0,53055.666666666664,48391.142857142855,52194.28571428572,-59382,19.48148148148148,-10157.0,0.7634718122606299
2371,ATM_0025,2022-05-20,Friday,Morning,44384,5367,Standalone,0,0,89329,Cloudy,5,42598,38175.0,52898.0,50834.666666666664,46919.71428571428,51232.857142857145,-39017,8.268256333830104,7343.0,0.49685992230966425
4917,ATM_0025,2022-05-20,Friday,Night,54028,7936,Supermarket,0,0,94042,Snowy,1,42962,71731.0,35416.0,52430.333333333336,47997.71428571428,54036.71428571428,-46092,6.807105959430515,4713.0,0.5745092618191872
5587,ATM_0025,2022-05-22,Sunday,Evening,50681,10974,Mall,0,0,82817,Rainy,1,49274,42598.0,41819.0,44944.666666666664,49062.71428571428,53157.0,-39707,4.617858769931662,-11225.0,0.6119637272540662
4473,ATM_0025,2022-05-28,Saturday,Evening,29463,3123,Mall,0,0,59965,Cloudy,5,32263,42962.0,49438.0,41499.666666666664,46609.142857142855,49396.142857142855,-26340,9.431177976952625,-22852.0,0.4913366130242642
627,ATM_0025,2022-05-29,Sunday,Morning,56865,7368,Mall,0,0,127766,Rainy,2,60002,49274.0,49261.0,47179.666666666664,48143.57142857143,48758.0,-49497,7.71678653820057,67801.0,0.4450714587605466
2151,ATM_0025,2022-06-06,Monday,Evening,33211,8184,Supermarket,0,0,95671,Rainy,5,21778,32263.0,38175.0,38014.333333333336,45801.142857142855,47318.0,-25027,4.057544288332315,-32095.0,0.34713758610237166
230,ATM_0025,2022-06-07,Tuesday,Afternoon,30579,15804,Bank Branch,0,0,90645,Rainy,5,24837,60002.0,71731.0,35539.0,39102.0,42744.42857142857,-14775,1.934767478645998,-5026.0,0.33734899884163494
1569,ATM_0025,2022-06-12,Sunday,Night,52352,3648,Mall,0,0,123093,Cloudy,5,49009,21778.0,42598.0,31874.666666666668,40017.857142857145,43882.71428571428,-48704,14.346944368320088,32448.0,0.42530444460692324
2254,ATM_0025,2022-06-13,Monday,Afternoon,34765,12691,Supermarket,0,0,72610,Rainy,2,24244,24837.0,42962.0,32696.666666666668,37343.857142857145,41130.857142857145,-22074,2.7391270091396156,-50483.0,0.4787908001652665
1365,ATM_0025,2022-06-21,Tuesday,Night,44632,8068,Gas Station,0,0,55894,Cloudy,1,35575,49009.0,49274.0,36276.0,35386.857142857145,40266.71428571428,-36564,5.53129260131367,-16716.0,0.7985114681361148
4410,ATM_0025,2022-07-06,Wednesday,Night,40305,4640,Standalone,0,0,96129,Snowy,3,37323,24244.0,32263.0,32380.666666666668,36109.71428571428,41815.57142857143,-35665,8.684550743374272,40235.0,0.4192803420403832
4139,ATM_0025,2022-07-07,Thursday,Evening,43732,12959,Mall,0,0,99616,Snowy,3,33662,35575.0,60002.0,35520.0,32346.85714285714,39939.42857142857,-30773,3.3743827160493827,3487.0,0.43900578220366204
4337,ATM_0025,2022-07-13,Wednesday,Evening,61348,3993,Bank Branch,0,0,83245,Rainy,2,47452,37323.0,21778.0,39479.0,36014.57142857143,43959.0,-57355,15.360040060090135,-16371.0,0.7369571746050814
4286,ATM_0025,2022-07-20,Wednesday,Evening,62481,12734,Supermarket,0,0,94710,Clear,5,42695,33662.0,24837.0,41269.666666666664,38565.71428571428,48516.42857142857,-49747,4.9062426383981155,11465.0,0.659708584098828
2135,ATM_0025,2022-07-30,Saturday,Morning,66626,5967,Standalone,0,0,90815,Rainy,5,54951,47452.0,49009.0,48366.0,39414.57142857143,50555.57142857143,-60659,11.16387399463807,-3895.0,0.733645322909211
982,ATM_0025,2022-08-14,Sunday,Morning,59866,9652,Gas Station,0,0,76260,Clear,3,46110,42695.0,24244.0,47918.666666666664,42538.28571428572,54141.42857142857,-50214,6.20180254843054,-14555.0,0.7850249147652767
4516,ATM_0025,2022-08-17,Wednesday,Night,36172,14691,Gas Station,0,0,69530,Cloudy,0,30198,54951.0,35575.0,43753.0,41770.142857142855,52932.857142857145,-21481,2.462020147018786,-6730.0,0.5202358694088882
342,ATM_0025,2022-08-24,Wednesday,Afternoon,26561,7354,Gas Station,0,0,115885,Snowy,1,17597,46110.0,37323.0,31301.666666666668,38952.142857142855,50969.42857142857,-19207,3.6112848402447315,46355.0,0.22920136342063252
4068,ATM_0025,2022-09-06,Tuesday,Night,83125,445,Gas Station,0,0,97179,Rainy,1,98745,30198.0,33662.0,48846.666666666664,48249.71428571428,56597.0,-82680,186.37892376681614,-18706.0,0.8553802776319986
4015,ATM_0025,2022-09-17,Saturday,Afternoon,37649,12625,Bank Branch,0,1,120838,Rainy,3,37669,17597.0,47452.0,51337.0,46852.142857142855,53211.42857142857,-25024,2.981862822746713,23659.0,0.3115658981446234
3125,ATM_0025,2022-09-18,Sunday,Afternoon,42172,17321,Bank Branch,0,0,123694,Rainy,1,29684,98745.0,42695.0,55366.0,44993.42857142857,50310.142857142855,-24851,2.434591848516338,2856.0,0.34093812149336267
1932,ATM_0025,2022-09-19,Monday,Night,33152,20228,Mall,0,0,110606,Clear,5,23280,37669.0,54951.0,30211.0,40469.0,45528.142857142855,-12924,1.6388353354095606,-13088.0,0.2997305751948357
5291,ATM_0025,2022-09-20,Tuesday,Afternoon,74050,8138,Mall,0,0,70654,Snowy,5,57706,29684.0,46110.0,36890.0,42125.57142857143,47554.42857142857,-65912,9.09816930826883,-39952.0,1.0480652192374105
5034,ATM_0025,2022-10-08,Saturday,Night,61017,18275,Gas Station,0,0,83046,Clear,2,34692,23280.0,30198.0,38559.333333333336,42767.57142857143,51103.71428571428,-42742,3.3386408404464873,12392.0,0.7347373744671628
479,ATM_0025,2022-11-11,Friday,Morning,29552,12129,Bank Branch,0,0,100382,Rainy,3,25548,57706.0,17597.0,39315.333333333336,43903.42857142857,51531.0,-17423,2.4362737015663645,17336.0,0.2943954095355741
746,ATM_0025,2022-11-13,Sunday,Afternoon,84086,14445,Bank Branch,0,0,111474,Cloudy,5,77936,34692.0,98745.0,46058.666666666664,40930.71428571428,51668.28571428572,-69641,5.820711615672159,11092.0,0.7543104221612215
385,ATM_0025,2022-11-21,Monday,Evening,69723,10377,Mall,0,0,67960,Snowy,3,51501,25548.0,37669.0,51661.666666666664,42906.71428571428,56250.28571428572,-59346,6.718346502216226,-43514.0,1.0259417304296645
4253,ATM_0025,2022-11-24,Thursday,Evening,47550,7685,Bank Branch,0,0,113449,Rainy,0,36701,77936.0,29684.0,55379.333333333336,43909.142857142855,57018.57142857143,-39865,6.186572989851679,45489.0,0.4191310632971644
2387,ATM_0025,2022-12-05,Monday,Night,57121,19153,Standalone,0,0,109863,Rainy,0,48579,51501.0,23280.0,45593.666666666664,47523.28571428572,60442.71428571428,-37968,2.982196930145139,-3586.0,0.519929366574734
2298,ATM_0025,2022-12-12,Monday,Afternoon,69336,13282,Supermarket,0,1,90409,Clear,2,66146,36701.0,57706.0,50475.333333333336,48729.0,59769.28571428572,-56054,5.219905141910713,-19454.0,0.7669147983054785
